,play,situation,qtr,drive_num,pos_team,drive_plays,drive_yds,drive_time,down,yds_to_go,field_pos,home_team,away_team,game_date
49,Timeout,"Timeout Stuttgart Surge, clock 09:22.",2nd Quarter,driveindex_6,Stuttgart Surge,3,4,1:25,3rd,6,SS34,Stuttgart,Vienna,220731
50,Pass,"D. Vandeven pass intercepted by L. Gerner at the VV28, L. Gerner return 0 yards to the VV28 (I. Ramky).",2nd Quarter,driveindex_6,Stuttgart Surge,3,4,1:25,3rd,6,SS34,Stuttgart,Vienna,220731
51,Drive start,VIENNA VIKINGS drive start at 09:12.,2nd Quarter,driveindex_7,Vienna Vikings,3,7,2:02,1st,10,VV28,Stuttgart,Vienna,220731
52,Rush,"A. Wegan rush for 7 yards to the VV35, out-of-bounds (P. Ogbevoen).",2nd Quarter,driveindex_7,Vienna Vikings,3,7,2:02,1st,10,VV28,Stuttgart,Vienna,220731
53,Rush,M. Pooda rush for no gain to the VV35 (M. Kimpiabi).,2nd Quarter,driveindex_7,Vienna Vikings,3,7,2:02,2nd,3,VV35,Stuttgart,Vienna,220731
54,Pass,J. Erdmann pass incomplete to R. Frey (T. Becker).,2nd Quarter,driveindex_7,Vienna Vikings,3,7,2:02,3rd,3,VV35,Stuttgart,Vienna,220731
55,Punt,"B. Straight punt 47 yards to the SS18, M. Washington return 12 yards to the SS30, PENALTY SS Personal Foul (C. Perron) 15 yards to the SS15, 1st and 10, SS ball on SS15.",2nd Quarter,driveindex_7,Vienna Vikings,3,7,2:02,4th,3,VV35,Stuttgart,Vienna,220731
56,Pass,D. Vandeven pass incomplete to I. Ramky.,2nd Quarter,driveindex_8,Stuttgart Surge,3,0,0:06,1st,10,SS15,Stuttgart,Vienna,220731
57,Pass,D. Vandeven pass incomplete.,2nd Quarter,driveindex_8,Stuttgart Surge,3,0,0:06,2nd,10,SS15,Stuttgart,Vienna,220731
58,Drive start,STUTTGART SURGE drive start at 07:10.,2nd Quarter,driveindex_8,Stuttgart Surge,3,0,0:06,3rd,10,SS15,Stuttgart,Vienna,220731
59,Pass,D. Vandeven pass incomplete.,2nd Quarter,driveindex_8,Stuttgart Surge,3,0,0:06,3rd,10,SS15,Stuttgart,Vienna,220731
60,Punt,"L. Faschian punt 24 yards to the SS39, out-of-bounds.",2nd Quarter,driveindex_8,Stuttgart Surge,3,0,0:06,4th,10,SS15,Stuttgart,Vienna,220731
61,Drive start,VIENNA VIKINGS drive start at 07:04.,2nd Quarter,driveindex_9,Vienna Vikings,4,9,1:21,1st,10,SS39,Stuttgart,Vienna,220731
62,Pass,J. Erdmann pass complete to J. Schuetz for 8 yards to the SS31 (S. Vardar).,2nd Quarter,driveindex_9,Vienna Vikings,4,9,1:21,1st,10,SS39,Stuttgart,Vienna,220731
63,Pass,J. Erdmann pass incomplete to F. Reisacher.,2nd Quarter,driveindex_9,Vienna Vikings,4,9,1:21,2nd,2,SS31,Stuttgart,Vienna,220731
64,Rush,A. Wegan rush for 1 yard to the SS30 (T. Becker;P. Ogbevoen).,2nd Quarter,driveindex_9,Vienna Vikings,4,9,1:21,3rd,2,SS31,Stuttgart,Vienna,220731
65,Pass,J. Erdmann sacked for no gain to the SS30 (TEAM).,2nd Quarter,driveindex_9,Vienna Vikings,4,9,1:21,4th,1,SS30,Stuttgart,Vienna,220731
66,Drive start,STUTTGART SURGE drive start at 05:43.,2nd Quarter,driveindex_10,Stuttgart Surge,3,5,2:13,1st,10,SS30,Stuttgart,Vienna,220731
67,Penalty,PENALTY SS False Start (I. Ramky) 5 yards to the SS25.,2nd Quarter,driveindex_10,Stuttgart Surge,3,5,2:13,1st,10,SS30,Stuttgart,Vienna,220731
68,Rush,"L. Sadzik rush for no gain to the SS25, fumble by L. Sadzik recovered by SS J. Conwell at SS19.",2nd Quarter,driveindex_10,Stuttgart Surge,3,5,2:13,1st,15,SS25,Stuttgart,Vienna,220731
69,Timeout,"Timeout Stuttgart Surge, clock 04:56.",2nd Quarter,driveindex_10,Stuttgart Surge,3,5,2:13,2nd,21,SS19,Stuttgart,Vienna,220731
70,Rush,J. Conwell rush for 4 yards to the SS23 (F. Tartarotti).,2nd Quarter,driveindex_10,Stuttgart Surge,3,5,2:13,2nd,21,SS19,Stuttgart,Vienna,220731
71,Rush,"D. Vandeven rush for 12 yards to the SS35, out-of-bounds (T. Schnurrer).",2nd Quarter,driveindex_10,Stuttgart Surge,3,5,2:13,3rd,17,SS23,Stuttgart,Vienna,220731
72,Punt,"L. Faschian punt 27 yards to the VV38, out-of-bounds.",2nd Quarter,driveindex_10,Stuttgart Surge,3,5,2:13,4th,5,SS35,Stuttgart,Vienna,220731
73,Drive start,VIENNA VIKINGS drive start at 03:30.,2nd Quarter,driveindex_11,Vienna Vikings,3,29,1:03,1st,10,VV38,Stuttgart,Vienna,220731
74,Pass,"J. Erdmann pass complete to F. Reisacher for 7 yards to the VV45, out-of-bounds.",2nd Quarter,driveindex_11,Vienna Vikings,3,29,1:03,1st,10,VV38,Stuttgart,Vienna,220731
75,Pass,"J. Erdmann pass incomplete to M. Breuler, PENALTY SS Defensive Pass Interference (J. Nkembi) 20 yards to the SS35, 1ST DOWN VV, NO PLAY.",2nd Quarter,driveindex_11,Vienna Vikings,3,29,1:03,2nd,3,VV45,Stuttgart,Vienna,220731
76,Pass,"J. Erdmann pass complete to A. Wegan for 4 yards to the SS31, out-of-bounds (J. Nkembi).",2nd Quarter,driveindex_11,Vienna Vikings,3,29,1:03,1st,10,SS35,Stuttgart,Vienna,220731
77,Rush,"M. Daltrey rush for no gain to the SS31, fumble by M. Daltrey recovered by SS P. Ogbevoen at SS33 (J. Erdmann).",2nd Quarter,driveindex_11,Vienna Vikings,3,29,1:03,2nd,6,SS31,Stuttgart,Vienna,220731
78,Drive start,STUTTGART SURGE drive start at 02:27.,2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,1st,10,SS33,Stuttgart,Vienna,220731
79,Penalty,PENALTY SS Delay of Game (D. Vandeven) 5 yards to the SS28.,2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,1st,10,SS33,Stuttgart,Vienna,220731
80,Pass,"D. Vandeven pass complete to P. Steigerwald for 31 yards to the VV41, 1ST DOWN SS (N. Huszar).",2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,1st,15,SS28,Stuttgart,Vienna,220731
81,Pass,"D. Vandeven pass incomplete to P. Steigerwald, PENALTY VV Defensive Holding (E. Mensah) 5 yards to the VV36, 1ST DOWN SS, NO PLAY.",2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,1st,10,VV41,Stuttgart,Vienna,220731
82,Rush,"D. Vandeven rush for no gain to the VV36, out-of-bounds (T. Schnurrer).",2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,1st,10,VV36,Stuttgart,Vienna,220731
83,Penalty,PENALTY SS Delay of Game (D. Vandeven) 5 yards to the VV41.,2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,2nd,10,VV36,Stuttgart,Vienna,220731
84,Pass,D. Vandeven pass incomplete.,2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,2nd,15,VV41,Stuttgart,Vienna,220731
85,Pass,"D. Vandeven pass complete to P. Steigerwald for 8 yards to the VV33, out-of-bounds (B. Straight;N. Huszar).",2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,3rd,15,VV41,Stuttgart,Vienna,220731
86,Rush,J. Conwell rush for loss of 3 yards to the VV36 (O. Kranich).,2nd Quarter,driveindex_12,Stuttgart Surge,5,31,1:02,4th,7,VV33,Stuttgart,Vienna,220731
87,Drive start,VIENNA VIKINGS drive start at 01:25.,2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,1st,10,VV36,Stuttgart,Vienna,220731
88,Pass,"J. Erdmann pass complete to K. Linnainmaa for 15 yards to the SS49, 1ST DOWN VV, out-of-bounds (P. Veritas).",2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,1st,10,VV36,Stuttgart,Vienna,220731
89,Pass,J. Erdmann pass complete to M. Breuler for no gain to the SS49 (R. Lakalaka).,2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,1st,10,SS49,Stuttgart,Vienna,220731
90,Pass,"J. Erdmann pass complete to F. Reisacher for 11 yards to the SS38, 1ST DOWN VV (J. Nkembi).",2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,2nd,10,SS49,Stuttgart,Vienna,220731
91,Pass,J. Erdmann pass incomplete to M. Breuler (B. Barnes).,2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,1st,10,SS38,Stuttgart,Vienna,220731
92,Pass,J. Erdmann pass incomplete to M. Breuler.,2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,2nd,10,SS38,Stuttgart,Vienna,220731
93,Pass,"J. Erdmann pass complete to M. Breuler for 14 yards to the SS24, 1ST DOWN VV (B. Barnes).",2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,3rd,10,SS38,Stuttgart,Vienna,220731
94,Timeout,"Timeout Vienna Vikings, clock 00:07.",2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,1st,10,SS24,Stuttgart,Vienna,220731
95,Field goal attempt,"O. Herz field goal attempt from 41 GOOD, clock 00:02.",2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,1st,10,SS24,Stuttgart,Vienna,220731
96,Kickoff,"B. Straight kickoff 70 yards to the SS0, touchback.",2nd Quarter,driveindex_13,Vienna Vikings,7,40,1:23,1st,0,VV30,Stuttgart,Vienna,220731
97,Drive start,STUTTGART SURGE drive start at 00:02.,2nd Quarter,driveindex_14,Vienna Vikings,1,0,0:02,1st,10,SS30,Stuttgart,Vienna,220731
98,Ball spot,SS ball on SS20.,2nd Quarter,driveindex_14,Vienna Vikings,1,0,0:02,1st,10,SS30,Stuttgart,Vienna,220731
99,Rush,J. Conwell rush for loss of 1 yard to the SS19 (T. Schnurrer).,2nd Quarter,driveindex_14,Vienna Vikings,1,0,0:02,1st,10,SS20,Stuttgart,Vienna,220731
100,End of half,"End of half, clock 00:00.",2nd Quarter,driveindex_14,Vienna Vikings,1,0,0:02,2nd,11,SS19,Stuttgart,Vienna,220731
101,Drive start,STUTTGART SURGE drive start at 14:51.,3rd Quarter,driveindex_15,Stuttgart Surge,4,3,2:26,1st,10,SS33,Stuttgart,Vienna,220731
102,Rush,J. Conwell rush for no gain to the SS33 (L. Horvath;T. Schnurrer).,3rd Quarter,driveindex_15,Stuttgart Surge,4,3,2:26,1st,10,SS33,Stuttgart,Vienna,220731
103,Pass,D. Vandeven pass complete to M. Riedinger for 3 yards to the SS36 (E. Edwards).,3rd Quarter,driveindex_15,Stuttgart Surge,4,3,2:26,2nd,10,SS33,Stuttgart,Vienna,220731
104,Pass,"D. Vandeven pass complete to I. Ramky for 8 yards to the SS44, 1ST DOWN SS (L. Gerner).",3rd Quarter,driveindex_15,Stuttgart Surge,4,3,2:26,3rd,7,SS36,Stuttgart,Vienna,220731
105,Rush,"D. Vandeven rush for loss of 7 yards to the SS37, fumble by D. Vandeven recovered by VV F. Sudi at SS36.",3rd Quarter,driveindex_15,Stuttgart Surge,4,3,2:26,1st,10,SS44,Stuttgart,Vienna,220731
106,Drive start,VIENNA VIKINGS drive start at 12:25.,3rd Quarter,driveindex_16,Vienna Vikings,5,19,2:54,1st,10,SS36,Stuttgart,Vienna,220731
107,Pass,J. Erdmann pass complete to K. Linnainmaa for 8 yards to the SS28 (B. Barnes;J. Nkembi).,3rd Quarter,driveindex_16,Vienna Vikings,5,19,2:54,1st,10,SS36,Stuttgart,Vienna,220731
108,Pass,J. Erdmann pass complete to M. Breuler for loss of 1 yard to the SS29 (P. Ogbevoen).,3rd Quarter,driveindex_16,Vienna Vikings,5,19,2:54,2nd,2,SS28,Stuttgart,Vienna,220731
109,Pass,"J. Erdmann pass complete to K. Linnainmaa for 10 yards to the SS19, 1ST DOWN VV (P. Veritas;J. Nkembi).",3rd Quarter,driveindex_16,Vienna Vikings,5,19,2:54,3rd,3,SS29,Stuttgart,Vienna,220731
110,Rush,A. Wegan rush for 2 yards to the SS17 (S. Vardar).,3rd Quarter,driveindex_16,Vienna Vikings,5,19,2:54,1st,10,SS19,Stuttgart,Vienna,220731
111,Pass,"J. Erdmann pass intercepted by P. Veritas at the SS12, P. Veritas return 33 yards to the SS45 (J. Erdmann).",3rd Quarter,driveindex_16,Vienna Vikings,5,19,2:54,2nd,8,SS17,Stuttgart,Vienna,220731
112,Drive start,STUTTGART SURGE drive start at 09:31.,3rd Quarter,driveindex_17,Stuttgart Surge,4,10,1:39,1st,10,SS45,Stuttgart,Vienna,220731
113,Pass,"D. Vandeven pass complete to I. Ramky for 11 yards to the VV44, 1ST DOWN SS (L. Horvath).",3rd Quarter,driveindex_17,Stuttgart Surge,4,10,1:39,1st,10,SS45,Stuttgart,Vienna,220731
114,Pass,D. Vandeven pass complete to J. Walter for loss of 1 yard to the VV45 (D. Schoenet).,3rd Quarter,driveindex_17,Stuttgart Surge,4,10,1:39,1st,10,VV44,Stuttgart,Vienna,220731
115,Pass,D. Vandeven pass incomplete to J. Conwell.,3rd Quarter,driveindex_17,Stuttgart Surge,4,10,1:39,2nd,11,VV45,Stuttgart,Vienna,220731
116,Pass,D. Vandeven pass incomplete to M. Riedinger.,3rd Quarter,driveindex_17,Stuttgart Surge,4,10,1:39,3rd,11,VV45,Stuttgart,Vienna,220731
117,Punt,"L. Faschian punt 22 yards to the VV23, out-of-bounds.",3rd Quarter,driveindex_17,Stuttgart Surge,4,10,1:39,4th,11,VV45,Stuttgart,Vienna,220731
118,Drive start,VIENNA VIKINGS drive start at 07:52.,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,10,VV23,Stuttgart,Vienna,220731
119,Pass,J. Erdmann pass complete to M. Breuler for 6 yards to the VV29 (J. Nkembi).,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,10,VV23,Stuttgart,Vienna,220731
120,Rush,A. Wegan rush for 1 yard to the VV30 (T. Becker;S. Vardar).,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,2nd,4,VV29,Stuttgart,Vienna,220731
121,Pass,"J. Erdmann pass complete to M. Breuler for 19 yards to the VV49, 1ST DOWN VV (B. Barnes).",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,3rd,3,VV30,Stuttgart,Vienna,220731
122,Pass,J. Erdmann pass incomplete to K. Linnainmaa (J. Nkembi).,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,10,VV49,Stuttgart,Vienna,220731
123,Timeout,"Timeout Stuttgart Surge, clock 06:08.",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,2nd,10,VV49,Stuttgart,Vienna,220731
124,Pass,J. Erdmann pass complete to R. Frey for 8 yards to the SS43 (R. Lakalaka).,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,2nd,10,VV49,Stuttgart,Vienna,220731
125,Down,4th and 2.,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,3rd,2,SS43,Stuttgart,Vienna,220731
126,Rush,"B. Straight rush for 2 yards to the SS41, 1ST DOWN VV, out-of-bounds (R. Lakalaka).",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,4th,2,SS43,Stuttgart,Vienna,220731
127,Rush,"E. Edwards rush for 11 yards to the SS30, 1ST DOWN VV (P. Ogbevoen).",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,10,SS41,Stuttgart,Vienna,220731
128,Rush,E. Edwards rush for no gain to the SS30 (T. Becker;S. Vardar).,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,10,SS30,Stuttgart,Vienna,220731
129,Rush,E. Edwards rush for 6 yards to the SS24 (B. Tchouadje).,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,2nd,10,SS30,Stuttgart,Vienna,220731
130,Pass,"J. Erdmann pass complete to R. Frey for 6 yards to the SS18, 1ST DOWN VV (R. Lakalaka).",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,3rd,4,SS24,Stuttgart,Vienna,220731
131,Rush,E. Edwards rush for 2 yards to the SS16 (P. Ogbevoen).,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,10,SS18,Stuttgart,Vienna,220731
132,Pass,"J. Erdmann pass complete to J. Schuetz for 12 yards to the SS4, 1ST DOWN VV (B. Barnes;M. Washington).",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,2nd,8,SS16,Stuttgart,Vienna,220731
133,Rush,"J. Erdmann rush for 4 yards to the SS0, 1ST DOWN VV, TOUCHDOWN, clock 01:22.",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,0,SS04,Stuttgart,Vienna,220731
134,Point after try,O. Herz kick attempt good.,3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,10,SS15,Stuttgart,Vienna,220731
135,Kickoff,"B. Straight kickoff 59 yards to the SS11, M. Washington return 15 yards to the SS26 (F. Tartarotti).",3rd Quarter,driveindex_18,Vienna Vikings,13,77,6:30,1st,0,VV30,Stuttgart,Vienna,220731
136,Drive start,STUTTGART SURGE drive start at 01:14.,3rd Quarter,driveindex_19,Stuttgart Surge,8,30,4:57,1st,10,SS26,Stuttgart,Vienna,220731
137,Rush,"J. Conwell rush for 11 yards to the SS37, 1ST DOWN SS (C. Kellner;F. Sudi).",3rd Quarter,driveindex_19,Stuttgart Surge,8,30,4:57,1st,10,SS26,Stuttgart,Vienna,220731
138,Rush,"J. Moukouri rush for 6 yards to the SS43, out-of-bounds (S. Wimmer).",3rd Quarter,driveindex_19,Stuttgart Surge,8,30,4:57,1st,10,SS37,Stuttgart,Vienna,220731
139,Rush,J. Conwell rush for 3 yards to the SS46.,3rd Quarter,driveindex_19,Stuttgart Surge,8,30,4:57,2nd,4,SS43,Stuttgart,Vienna,220731
140,Drive start,VIENNA VIKINGS drive start at 11:17.,4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,10,VV15,Stuttgart,Vienna,220731
141,Pass,"J. Erdmann pass complete to K. Linnainmaa for 21 yards to the VV36, 1ST DOWN VV, out-of-bounds.",4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,10,VV15,Stuttgart,Vienna,220731
142,Rush,M. Pooda rush for 5 yards to the VV41 (P. Ungericht).,4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,10,VV36,Stuttgart,Vienna,220731
143,Rush,"M. Pooda rush for 13 yards to the SS46, 1ST DOWN VV (N. Wenzelburger).",4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,2nd,5,VV41,Stuttgart,Vienna,220731
144,Rush,M. Pooda rush for 1 yard to the SS45 (R. Lakalaka).,4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,10,SS46,Stuttgart,Vienna,220731
145,Pass,"J. Erdmann pass complete to R. Frey for 10 yards to the SS35, 1ST DOWN VV (N. Wenzelburger).",4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,2nd,9,SS45,Stuttgart,Vienna,220731
146,Pass,"J. Erdmann pass complete to J. Schuetz for 32 yards to the SS3, 1ST DOWN VV (B. Barnes).",4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,10,SS35,Stuttgart,Vienna,220731
147,Rush,"J. Schuetz rush for 3 yards to the SS0, 1ST DOWN VV, TOUCHDOWN, clock 07:29.",4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,0,SS03,Stuttgart,Vienna,220731
148,Point after try,O. Herz kick attempt good.,4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,10,SS15,Stuttgart,Vienna,220731
149,Kickoff,"B. Straight kickoff 67 yards to the SS3, M. Washington return 12 yards to the SS15 (L. Horvath), PENALTY SS Illegal Formation (I. Ramky) 5 yards to the SS10, 1st and 10, SS ball on SS10.",4th Quarter,driveindex_20,Vienna Vikings,7,85,3:48,1st,0,VV30,Stuttgart,Vienna,220731
150,Drive start,STUTTGART SURGE drive start at 07:22.,4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,1st,10,SS10,Stuttgart,Vienna,220731
151,Rush,"J. Conwell rush for 10 yards to the SS20 (C. Kellner), PENALTY SS Offensive Holding (P. Ogbevoen) 10 yards to the SS10.",4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,1st,10,SS10,Stuttgart,Vienna,220731
152,Rush,J. Conwell rush for 3 yards to the SS13 (F. Gruensteidl).,4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,1st,10,SS10,Stuttgart,Vienna,220731
153,Down,2nd and 7.,4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,2nd,7,SS13,Stuttgart,Vienna,220731
154,Rush,J. Conwell rush for 6 yards to the SS19 (C. Kellner;L. Huber).,4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,2nd,7,SS13,Stuttgart,Vienna,220731
155,Timeout,"Timeout Stuttgart Surge, clock 05:12.",4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,3rd,1,SS19,Stuttgart,Vienna,220731
156,Rush,J. Conwell rush for loss of 1 yard to the SS18 (O. Kranich).,4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,3rd,1,SS19,Stuttgart,Vienna,220731
157,Punt,"L. Faschian punt 25 yards to the SS43, out-of-bounds.",4th Quarter,driveindex_21,Stuttgart Surge,4,8,2:57,4th,2,SS18,Stuttgart,Vienna,220731
158,Drive start,VIENNA VIKINGS drive start at 04:25.,4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,1st,10,SS43,Stuttgart,Vienna,220731
159,Rush,M. Pooda rush for 3 yards to the SS40 (T. Burkhardt).,4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,1st,10,SS43,Stuttgart,Vienna,220731
160,Rush,"M. Pooda rush for 20 yards to the SS20, 1ST DOWN VV (C. Perron;N. Wenzelburger).",4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,2nd,7,SS40,Stuttgart,Vienna,220731
161,Rush,"M. Pooda rush for 12 yards to the SS8, 1ST DOWN VV (N. Wenzelburger;M. Washington).",4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,1st,10,SS20,Stuttgart,Vienna,220731
162,Rush,"A. Reischl rush for 2 yards to the SS6, out-of-bounds (D. Gratza).",4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,1st,0,SS08,Stuttgart,Vienna,220731
163,Rush,F. Reisacher rush for 2 yards to the SS4 (N. Hamulic;C. Perron).,4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,2nd,0,SS06,Stuttgart,Vienna,220731
164,Rush,"M. Pooda rush for 4 yards to the SS0, 1ST DOWN VV, TOUCHDOWN, clock 01:56.",4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,3rd,0,SS04,Stuttgart,Vienna,220731
165,Point after try,O. Herz kick attempt good.,4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,1st,10,SS15,Stuttgart,Vienna,220731
166,Kickoff,"B. Straight kickoff 59 yards to the SS11, M. Washington return 14 yards to the SS25 (L. Huber;T. Schnurrer).",4th Quarter,driveindex_22,Vienna Vikings,6,43,2:29,1st,0,VV30,Stuttgart,Vienna,220731
167,Drive start,STUTTGART SURGE drive start at 01:50.,4th Quarter,driveindex_23,Stuttgart Surge,3,5,1:50,1st,10,SS25,Stuttgart,Vienna,220731
168,Rush,J. Conwell rush for loss of 3 yards to the SS22 (M. Wappl;E. Mensah).,4th Quarter,driveindex_23,Stuttgart Surge,3,5,1:50,1st,10,SS25,Stuttgart,Vienna,220731
169,Rush,J. Conwell rush for 2 yards to the SS24 (L. Huber).,4th Quarter,driveindex_23,Stuttgart Surge,3,5,1:50,2nd,13,SS22,Stuttgart,Vienna,220731
170,Rush,"J. Moukouri rush for 4 yards to the SS28, fumble forced by M. Schmahel, fumble by J. Moukouri recovered by SS J. Moukouri at SS30.",4th Quarter,driveindex_23,Stuttgart Surge,3,5,1:50,3rd,11,SS24,Stuttgart,Vienna,220731
171,End of half,"End of game, clock 00:00.",4th Quarter,driveindex_23,Stuttgart Surge,3,5,1:50,4th,5,SS30,Stuttgart,Vienna,220731
0,Pass,"J. Germinerio pass complete to R. Wilzeck for 67 yards to the CC18, 1ST DOWN BT (I. Eldewieh).",1st Quarter,driveindex_1,Berlin Thunder,3,85,1:14,1st,10,BT15,Berlin,Cologne,220731
1,Rush,J. Crawford rush for no gain to the CC18 (M. Richter;W. Bhikh).,1st Quarter,driveindex_1,Berlin Thunder,3,85,1:14,1st,10,CC18,Berlin,Cologne,220731
2,Penalty,PENALTY CC Defensive Offside (J. Voelker) 5 yards to the CC13.,1st Quarter,driveindex_1,Berlin Thunder,3,85,1:14,2nd,10,CC18,Berlin,Cologne,220731
3,Pass,"J. Germinerio pass complete to E. Drossard for 13 yards to the CC0, 1ST DOWN BT, TOUCHDOWN, clock 13:46.",1st Quarter,driveindex_1,Berlin Thunder,3,85,1:14,2nd,5,CC13,Berlin,Cologne,220731
4,Point after try,J. Schenderlein kick attempt failed.,1st Quarter,driveindex_1,Berlin Thunder,3,85,1:14,1st,10,CC15,Berlin,Cologne,220731
5,Kickoff,"J. Schenderlein kickoff 68 yards to the CC2, out-of-bounds, CC ball on CC40.",1st Quarter,driveindex_1,Berlin Thunder,3,85,1:14,1st,0,BT30,Berlin,Cologne,220731
6,Drive start,COLOGNE CENTURIONS drive start at 13:46.,1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,1st,10,CC40,Berlin,Cologne,220731
7,Rush,Al. Frisch rush for 9 yards to the CC49 (P. Seifert).,1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,1st,10,CC40,Berlin,Cologne,220731
8,Rush,"J. Mack rush for 5 yards to the BT46, 1ST DOWN CC (D. Izinyon).",1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,2nd,1,CC49,Berlin,Cologne,220731
9,Pass,Al. Frisch pass incomplete (K. Kitchens).,1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,1st,10,BT46,Berlin,Cologne,220731
10,Rush,"Al. Frisch rush for 9 yards to the BT37, out-of-bounds (R. Kendall).",1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,2nd,10,BT46,Berlin,Cologne,220731
11,Pass,"Al. Frisch pass complete to J. Loercks for 7 yards to the BT30, 1ST DOWN CC, out-of-bounds (P. Seifert).",1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,3rd,1,BT37,Berlin,Cologne,220731
12,Pass,Al. Frisch pass complete to J. Loercks for 3 yards to the BT27 (P. Seifert).,1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,1st,10,BT30,Berlin,Cologne,220731
13,Rush,J. Mack rush for 3 yards to the BT24 (L. Myren;H. El-Zein).,1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,2nd,7,BT27,Berlin,Cologne,220731
14,Pass,"Al. Frisch pass incomplete to L. Geyer (M. Beard), PENALTY BT Defensive Offside 5 yards to the BT19, 1ST DOWN CC.",1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,3rd,4,BT24,Berlin,Cologne,220731
15,Down,1st and 10.,1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,1st,10,BT19,Berlin,Cologne,220731
16,Pass,Al. Frisch pass incomplete to Q. Pounds.,1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,1st,10,BT19,Berlin,Cologne,220731
17,Pass,"Al. Frisch pass incomplete to J. Schlesinger, dropped pass.",1st Quarter,driveindex_2,Cologne Centurions,11,60,3:26,2nd,10,BT19,Berlin,Cologne,220731
